2023-04-12 07:53:52 status unpacked libpixman-1-dev:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 status half-configured libpixman-1-dev:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 status installed libpixman-1-dev:amd64 0.36.0-1+deb10u1
2023-04-12 07:53:52 configure libpcre16-3:amd64 2:8.39-12 <none>
2023-04-12 07:53:52 status unpacked libpcre16-3:amd64 2:8.39-12
2023-04-12 07:53:52 status half-configured libpcre16-3:amd64 2:8.39-12
2023-04-12 07:53:52 status installed libpcre16-3:amd64 2:8.39-12
2023-04-12 07:53:52 configure hicolor-icon-theme:all 0.17-2 <none>
2023-04-12 07:53:52 status unpacked hicolor-icon-theme:all 0.17-2
2023-04-12 07:53:52 status half-configured hicolor-icon-theme:all 0.17-2
2023-04-12 07:53:52 status installed hicolor-icon-theme:all 0.17-2
2023-04-12 07:53:52 configure libdatrie1:amd64 0.2.12-2 <none>
2023-04-12 07:53:52 status unpacked libdatrie1:amd64 0.2.12-2
2023-04-12 07:53:52 status half-configured libdatrie1:amd64 0.2.12-2
2023-04-12 07:53:52 status installed libdatrie1:amd64 0.2.12-2
2023-04-12 07:53:52 configure libmagic-mgc:amd64 1:5.35-4+deb10u2 <none>
2023-04-12 07:53:52 status unpacked libmagic-mgc:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status half-configured libmagic-mgc:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status installed libmagic-mgc:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 configure libxcb-render0:amd64 1.13.1-2 <none>
2023-04-12 07:53:52 status unpacked libxcb-render0:amd64 1.13.1-2
2023-04-12 07:53:52 status half-configured libxcb-render0:amd64 1.13.1-2
2023-04-12 07:53:52 status installed libxcb-render0:amd64 1.13.1-2
2023-04-12 07:53:52 configure libyaml-0-2:amd64 0.2.1-1 <none>
2023-04-12 07:53:52 status unpacked libyaml-0-2:amd64 0.2.1-1
2023-04-12 07:53:52 status half-configured libyaml-0-2:amd64 0.2.1-1
2023-04-12 07:53:52 status installed libyaml-0-2:amd64 0.2.1-1
2023-04-12 07:53:52 configure libilmbase23:amd64 2.2.1-2 <none>
2023-04-12 07:53:52 status unpacked libilmbase23:amd64 2.2.1-2
2023-04-12 07:53:52 status half-configured libilmbase23:amd64 2.2.1-2
2023-04-12 07:53:52 status installed libilmbase23:amd64 2.2.1-2
2023-04-12 07:53:52 configure libglib2.0-0:amd64 2.58.3-2+deb10u4 <none>
2023-04-12 07:53:52 status unpacked libglib2.0-0:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:52 status half-configured libglib2.0-0:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:52 status installed libglib2.0-0:amd64 2.58.3-2+deb10u4
2023-04-12 07:53:52 configure libmaxminddb0:amd64 1.3.2-1+deb10u1 <none>
2023-04-12 07:53:52 status unpacked libmaxminddb0:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 status half-configured libmaxminddb0:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 status installed libmaxminddb0:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 configure unzip:amd64 6.0-23+deb10u3 <none>
2023-04-12 07:53:52 status unpacked unzip:amd64 6.0-23+deb10u3
2023-04-12 07:53:52 status half-configured unzip:amd64 6.0-23+deb10u3
2023-04-12 07:53:52 status installed unzip:amd64 6.0-23+deb10u3
2023-04-12 07:53:52 configure libmaxminddb-dev:amd64 1.3.2-1+deb10u1 <none>
2023-04-12 07:53:52 status unpacked libmaxminddb-dev:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 status half-configured libmaxminddb-dev:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 status installed libmaxminddb-dev:amd64 1.3.2-1+deb10u1
2023-04-12 07:53:52 configure libgdk-pixbuf2.0-common:all 2.38.1+dfsg-1 <none>
2023-04-12 07:53:52 status unpacked libgdk-pixbuf2.0-common:all 2.38.1+dfsg-1
2023-04-12 07:53:52 status half-configured libgdk-pixbuf2.0-common:all 2.38.1+dfsg-1
2023-04-12 07:53:52 status installed libgdk-pixbuf2.0-common:all 2.38.1+dfsg-1
2023-04-12 07:53:52 configure binutils-common:amd64 2.31.1-16 <none>
2023-04-12 07:53:52 status unpacked binutils-common:amd64 2.31.1-16
2023-04-12 07:53:52 status half-configured binutils-common:amd64 2.31.1-16
2023-04-12 07:53:52 status installed binutils-common:amd64 2.31.1-16
2023-04-12 07:53:52 configure x11-common:all 1:7.7+19 <none>
2023-04-12 07:53:52 status unpacked x11-common:all 1:7.7+19
2023-04-12 07:53:52 status half-configured x11-common:all 1:7.7+19
2023-04-12 07:53:52 status installed x11-common:all 1:7.7+19
2023-04-12 07:53:52 configure libmagic1:amd64 1:5.35-4+deb10u2 <none>
2023-04-12 07:53:52 status unpacked libmagic1:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status half-configured libmagic1:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status installed libmagic1:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 configure libsepol1-dev:amd64 2.8-1 <none>
2023-04-12 07:53:52 status unpacked libsepol1-dev:amd64 2.8-1
2023-04-12 07:53:52 status half-configured libsepol1-dev:amd64 2.8-1
2023-04-12 07:53:52 status installed libsepol1-dev:amd64 2.8-1
2023-04-12 07:53:52 configure libpq5:amd64 11.19-0+deb10u1 <none>
2023-04-12 07:53:52 status unpacked libpq5:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 status half-configured libpq5:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 status installed libpq5:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 configure linux-libc-dev:amd64 4.19.269-1 <none>
2023-04-12 07:53:52 status unpacked linux-libc-dev:amd64 4.19.269-1
2023-04-12 07:53:52 status half-configured linux-libc-dev:amd64 4.19.269-1
2023-04-12 07:53:52 status installed linux-libc-dev:amd64 4.19.269-1
2023-04-12 07:53:52 configure liblzo2-2:amd64 2.10-0.1 <none>
2023-04-12 07:53:52 status unpacked liblzo2-2:amd64 2.10-0.1
2023-04-12 07:53:52 status half-configured liblzo2-2:amd64 2.10-0.1
2023-04-12 07:53:52 status installed liblzo2-2:amd64 2.10-0.1
2023-04-12 07:53:52 configure libpq-dev:amd64 11.19-0+deb10u1 <none>
2023-04-12 07:53:52 status unpacked libpq-dev:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 status half-configured libpq-dev:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 status installed libpq-dev:amd64 11.19-0+deb10u1
2023-04-12 07:53:52 configure libopenexr23:amd64 2.2.1-4.1+deb10u2 <none>
2023-04-12 07:53:52 status unpacked libopenexr23:amd64 2.2.1-4.1+deb10u2
2023-04-12 07:53:52 status half-configured libopenexr23:amd64 2.2.1-4.1+deb10u2
2023-04-12 07:53:52 status installed libopenexr23:amd64 2.2.1-4.1+deb10u2
2023-04-12 07:53:52 configure libxcb-shm0:amd64 1.13.1-2 <none>
2023-04-12 07:53:52 status unpacked libxcb-shm0:amd64 1.13.1-2
2023-04-12 07:53:52 status half-configured libxcb-shm0:amd64 1.13.1-2
2023-04-12 07:53:52 status installed libxcb-shm0:amd64 1.13.1-2
2023-04-12 07:53:52 configure file:amd64 1:5.35-4+deb10u2 <none>
2023-04-12 07:53:52 status unpacked file:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status half-configured file:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 status installed file:amd64 1:5.35-4+deb10u2
2023-04-12 07:53:52 configure libgomp1:amd64 8.3.0-6 <none>
2023-04-12 07:53:52 status unpacked libgomp1:amd64 8.3.0-6
2023-04-12 07:53:52 status half-configured libgomp1:amd64 8.3.0-6
2023-04-12 07:53:52 status installed libgomp1:amd64 8.3.0-6
2023-04-12 07:53:52 configure bzip2:amd64 1.0.6-9.2~deb10u2 <none>
2023-04-12 07:53:52 status unpacked bzip2:amd64 1.0.6-9.2~deb10u2
2023-04-12 07:53:52 status half-configured bzip2:amd64 1.0.6-9.2~deb10u2
2023-04-12 07:53:52 status installed bzip2:amd64 1.0.6-9.2~deb10u2
2023-04-12 07:53:52 configure libffi-dev:amd64 3.2.1-9 <none>
2023-04-12 07:53:52 status unpacked libffi-dev:amd64 3.2.1-9
2023-04-12 07:53:52 status half-configured libffi-dev:amd64 3.2.1-9
2023-04-12 07:53:52 status installed libffi-dev:amd64 3.2.1-9
2023-04-12 07:53:52 configure libpthread-stubs0-dev:amd64 0.4-1 <none>
2023-04-12 07:53:52 status unpacked libpthread-stubs0-dev:amd64 0.4-1
2023-04-12 07:53:52 status half-configured libpthread-stubs0-dev:amd64 0.4-1
2023-04-12 07:53:52 status installed libpthread-stubs0-dev:amd64 0.4-1
2023-04-12 07:53:52 configure libjbig0:amd64 2.1-3.1+b2 <none>
2023-04-12 07:53:52 status unpacked libjbig0:amd64 2.1-3.1+b2
2023-04-12 07:53:52 status half-configured libjbig0:amd64 2.1-3.1+b2
2023-04-12 07:53:52 status installed libjbig0:amd64 2.1-3.1+b2
2023-04-12 07:53:52 configure libicu63:amd64 63.1-6+deb10u3 <none>
2023-04-12 07:53:52 status unpacked libicu63:amd64 63.1-6+deb10u3
2023-04-12 07:53:52 status half-configured libicu63:amd64 63.1-6+deb10u3
2023-04-12 07:53:52 status installed libicu63:amd64 63.1-6+deb10u3
2023-04-12 07:53:52 configure mariadb-common:all 1:10.3.38-0+deb10u1 <none>
2023-04-12 07:53:52 status unpacked mariadb-common:all 1:10.3.38-0+deb10u1
2023-04-12 07:53:52 status half-configured mariadb-common:all 1:10.3.38-0+deb10u1
2023-04-12 07:53:52 status installed mariadb-common:all 1:10.3.38-0+deb10u1
2023-04-12 07:53:52 configure libgssrpc4:amd64 1.17-3+deb10u5 <none>
2023-04-12 07:53:52 status unpacked libgssrpc4:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status half-configured libgssrpc4:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status installed libgssrpc4:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 configure libasan5:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked libasan5:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured libasan5:amd64 8.3.0-6
2023-04-12 07:53:53 status installed libasan5:amd64 8.3.0-6
2023-04-12 07:53:53 configure xtrans-dev:all 1.3.5-1 <none>
2023-04-12 07:53:53 status unpacked xtrans-dev:all 1.3.5-1
2023-04-12 07:53:53 status half-configured xtrans-dev:all 1.3.5-1
2023-04-12 07:53:53 status installed xtrans-dev:all 1.3.5-1
2023-04-12 07:53:53 configure autotools-dev:all 20180224.1 <none>
2023-04-12 07:53:53 status unpacked autotools-dev:all 20180224.1
2023-04-12 07:53:53 status half-configured autotools-dev:all 20180224.1
2023-04-12 07:53:53 status installed autotools-dev:all 20180224.1
2023-04-12 07:53:53 configure libglib2.0-data:all 2.58.3-2+deb10u4 <none>
2023-04-12 07:53:53 status unpacked libglib2.0-data:all 2.58.3-2+deb10u4
2023-04-12 07:53:53 status half-configured libglib2.0-data:all 2.58.3-2+deb10u4
2023-04-12 07:53:53 status installed libglib2.0-data:all 2.58.3-2+deb10u4
2023-04-12 07:53:53 configure libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:53 status half-configured libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:53 status installed libgmpxx4ldbl:amd64 2:6.1.2+dfsg-4+deb10u1
2023-04-12 07:53:53 configure libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:53 status half-configured libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:53 status installed libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2023-04-12 07:53:53 configure libx11-data:all 2:1.6.7-1+deb10u2 <none>
2023-04-12 07:53:53 status unpacked libx11-data:all 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 status half-configured libx11-data:all 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 status installed libx11-data:all 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 configure make:amd64 4.2.1-1.2 <none>
2023-04-12 07:53:53 status unpacked make:amd64 4.2.1-1.2
2023-04-12 07:53:53 status half-configured make:amd64 4.2.1-1.2
2023-04-12 07:53:53 status installed make:amd64 4.2.1-1.2
2023-04-12 07:53:53 configure libmpfr6:amd64 4.0.2-1 <none>
2023-04-12 07:53:53 status unpacked libmpfr6:amd64 4.0.2-1
2023-04-12 07:53:53 status half-configured libmpfr6:amd64 4.0.2-1
2023-04-12 07:53:53 status installed libmpfr6:amd64 4.0.2-1
2023-04-12 07:53:53 configure libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5 <none>
2023-04-12 07:53:53 status unpacked libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5
2023-04-12 07:53:53 status half-configured libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5
2023-04-12 07:53:53 status installed libcurl4-openssl-dev:amd64 7.64.0-4+deb10u5
2023-04-12 07:53:53 configure libsigsegv2:amd64 2.12-2 <none>
2023-04-12 07:53:53 status unpacked libsigsegv2:amd64 2.12-2
2023-04-12 07:53:53 status half-configured libsigsegv2:amd64 2.12-2
2023-04-12 07:53:53 status installed libsigsegv2:amd64 2.12-2
2023-04-12 07:53:53 configure xz-utils:amd64 5.2.4-1+deb10u1 <none>
2023-04-12 07:53:53 status unpacked xz-utils:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 status half-configured xz-utils:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 status installed xz-utils:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 configure libfribidi0:amd64 1.0.5-3.1+deb10u2 <none>
2023-04-12 07:53:53 status unpacked libfribidi0:amd64 1.0.5-3.1+deb10u2
2023-04-12 07:53:53 status half-configured libfribidi0:amd64 1.0.5-3.1+deb10u2
2023-04-12 07:53:53 status installed libfribidi0:amd64 1.0.5-3.1+deb10u2
2023-04-12 07:53:53 configure libquadmath0:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked libquadmath0:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured libquadmath0:amd64 8.3.0-6
2023-04-12 07:53:53 status installed libquadmath0:amd64 8.3.0-6
2023-04-12 07:53:53 configure libexif12:amd64 0.6.21-5.1+deb10u5 <none>
2023-04-12 07:53:53 status unpacked libexif12:amd64 0.6.21-5.1+deb10u5
2023-04-12 07:53:53 status half-configured libexif12:amd64 0.6.21-5.1+deb10u5
2023-04-12 07:53:53 status installed libexif12:amd64 0.6.21-5.1+deb10u5
2023-04-12 07:53:53 configure libssl-dev:amd64 1.1.1n-0+deb10u4 <none>
2023-04-12 07:53:53 status unpacked libssl-dev:amd64 1.1.1n-0+deb10u4
2023-04-12 07:53:53 status half-configured libssl-dev:amd64 1.1.1n-0+deb10u4
2023-04-12 07:53:53 status installed libssl-dev:amd64 1.1.1n-0+deb10u4
2023-04-12 07:53:53 configure libpng16-16:amd64 1.6.36-6 <none>
2023-04-12 07:53:53 status unpacked libpng16-16:amd64 1.6.36-6
2023-04-12 07:53:53 status half-configured libpng16-16:amd64 1.6.36-6
2023-04-12 07:53:53 status installed libpng16-16:amd64 1.6.36-6
2023-04-12 07:53:53 configure libpcre32-3:amd64 2:8.39-12 <none>
2023-04-12 07:53:53 status unpacked libpcre32-3:amd64 2:8.39-12
2023-04-12 07:53:53 status half-configured libpcre32-3:amd64 2:8.39-12
2023-04-12 07:53:53 status installed libpcre32-3:amd64 2:8.39-12
2023-04-12 07:53:53 configure libmpc3:amd64 1.1.0-1 <none>
2023-04-12 07:53:53 status unpacked libmpc3:amd64 1.1.0-1
2023-04-12 07:53:53 status half-configured libmpc3:amd64 1.1.0-1
2023-04-12 07:53:53 status installed libmpc3:amd64 1.1.0-1
2023-04-12 07:53:53 configure libatomic1:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked libatomic1:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured libatomic1:amd64 8.3.0-6
2023-04-12 07:53:53 status installed libatomic1:amd64 8.3.0-6
2023-04-12 07:53:53 configure patch:amd64 2.7.6-3+deb10u1 <none>
2023-04-12 07:53:53 status unpacked patch:amd64 2.7.6-3+deb10u1
2023-04-12 07:53:53 status half-configured patch:amd64 2.7.6-3+deb10u1
2023-04-12 07:53:53 status installed patch:amd64 2.7.6-3+deb10u1
2023-04-12 07:53:53 configure libwebp6:amd64 0.6.1-2+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libwebp6:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:53 status half-configured libwebp6:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:53 status installed libwebp6:amd64 0.6.1-2+deb10u1
2023-04-12 07:53:53 configure libmariadb3:amd64 1:10.3.38-0+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libmariadb3:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:53 status half-configured libmariadb3:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:53 status installed libmariadb3:amd64 1:10.3.38-0+deb10u1
2023-04-12 07:53:53 configure fonts-dejavu-core:all 2.37-1 <none>
2023-04-12 07:53:53 status unpacked fonts-dejavu-core:all 2.37-1
2023-04-12 07:53:53 status half-configured fonts-dejavu-core:all 2.37-1
2023-04-12 07:53:53 status installed fonts-dejavu-core:all 2.37-1
2023-04-12 07:53:53 configure libgnutlsxx28:amd64 3.6.7-4+deb10u10 <none>
2023-04-12 07:53:53 status unpacked libgnutlsxx28:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:53 status half-configured libgnutlsxx28:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:53 status installed libgnutlsxx28:amd64 3.6.7-4+deb10u10
2023-04-12 07:53:53 configure libltdl7:amd64 2.4.6-9 <none>
2023-04-12 07:53:53 status unpacked libltdl7:amd64 2.4.6-9
2023-04-12 07:53:53 status half-configured libltdl7:amd64 2.4.6-9
2023-04-12 07:53:53 status installed libltdl7:amd64 2.4.6-9
2023-04-12 07:53:53 configure libfftw3-double3:amd64 3.3.8-2 <none>
2023-04-12 07:53:53 status unpacked libfftw3-double3:amd64 3.3.8-2
2023-04-12 07:53:53 status half-configured libfftw3-double3:amd64 3.3.8-2
2023-04-12 07:53:53 status installed libfftw3-double3:amd64 3.3.8-2
2023-04-12 07:53:53 configure libidn2-dev:amd64 2.0.5-1+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libidn2-dev:amd64 2.0.5-1+deb10u1
2023-04-12 07:53:53 status half-configured libidn2-dev:amd64 2.0.5-1+deb10u1
2023-04-12 07:53:53 status installed libidn2-dev:amd64 2.0.5-1+deb10u1
2023-04-12 07:53:53 configure libdpkg-perl:all 1.19.8 <none>
2023-04-12 07:53:53 status unpacked libdpkg-perl:all 1.19.8
2023-04-12 07:53:53 status half-configured libdpkg-perl:all 1.19.8
2023-04-12 07:53:53 status installed libdpkg-perl:all 1.19.8
2023-04-12 07:53:53 configure libevent-core-2.1-6:amd64 2.1.8-stable-4 <none>
2023-04-12 07:53:53 status unpacked libevent-core-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 status half-configured libevent-core-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 status installed libevent-core-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 configure libevent-2.1-6:amd64 2.1.8-stable-4 <none>
2023-04-12 07:53:53 status unpacked libevent-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 status half-configured libevent-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 status installed libevent-2.1-6:amd64 2.1.8-stable-4
2023-04-12 07:53:53 configure libmpx2:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked libmpx2:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured libmpx2:amd64 8.3.0-6
2023-04-12 07:53:53 status installed libmpx2:amd64 8.3.0-6
2023-04-12 07:53:53 configure liblcms2-dev:amd64 2.9-3 <none>
2023-04-12 07:53:53 status unpacked liblcms2-dev:amd64 2.9-3
2023-04-12 07:53:53 status half-configured liblcms2-dev:amd64 2.9-3
2023-04-12 07:53:53 status installed liblcms2-dev:amd64 2.9-3
2023-04-12 07:53:53 configure liblzma-dev:amd64 5.2.4-1+deb10u1 <none>
2023-04-12 07:53:53 status unpacked liblzma-dev:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 status half-configured liblzma-dev:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 status installed liblzma-dev:amd64 5.2.4-1+deb10u1
2023-04-12 07:53:53 configure libubsan1:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked libubsan1:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured libubsan1:amd64 8.3.0-6
2023-04-12 07:53:53 status installed libubsan1:amd64 8.3.0-6
2023-04-12 07:53:53 configure libnuma1:amd64 2.0.12-1 <none>
2023-04-12 07:53:53 status unpacked libnuma1:amd64 2.0.12-1
2023-04-12 07:53:53 status half-configured libnuma1:amd64 2.0.12-1
2023-04-12 07:53:53 status installed libnuma1:amd64 2.0.12-1
2023-04-12 07:53:53 configure libisl19:amd64 0.20-2 <none>
2023-04-12 07:53:53 status unpacked libisl19:amd64 0.20-2
2023-04-12 07:53:53 status half-configured libisl19:amd64 0.20-2
2023-04-12 07:53:53 status installed libisl19:amd64 0.20-2
2023-04-12 07:53:53 configure liblqr-1-0:amd64 0.4.2-2.1 <none>
2023-04-12 07:53:53 status unpacked liblqr-1-0:amd64 0.4.2-2.1
2023-04-12 07:53:53 status half-configured liblqr-1-0:amd64 0.4.2-2.1
2023-04-12 07:53:53 status installed liblqr-1-0:amd64 0.4.2-2.1
2023-04-12 07:53:53 configure libkdb5-9:amd64 1.17-3+deb10u5 <none>
2023-04-12 07:53:53 status unpacked libkdb5-9:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status half-configured libkdb5-9:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status installed libkdb5-9:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 configure libdb5.3-dev:amd64 5.3.28+dfsg1-0.5 <none>
2023-04-12 07:53:53 status unpacked libdb5.3-dev:amd64 5.3.28+dfsg1-0.5
2023-04-12 07:53:53 status half-configured libdb5.3-dev:amd64 5.3.28+dfsg1-0.5
2023-04-12 07:53:53 status installed libdb5.3-dev:amd64 5.3.28+dfsg1-0.5
2023-04-12 07:53:53 configure libopenjp2-7:amd64 2.3.0-2+deb10u2 <none>
2023-04-12 07:53:53 status unpacked libopenjp2-7:amd64 2.3.0-2+deb10u2
2023-04-12 07:53:53 status half-configured libopenjp2-7:amd64 2.3.0-2+deb10u2
2023-04-12 07:53:53 status installed libopenjp2-7:amd64 2.3.0-2+deb10u2
2023-04-12 07:53:53 configure libx11-6:amd64 2:1.6.7-1+deb10u2 <none>
2023-04-12 07:53:53 status unpacked libx11-6:amd64 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 status half-configured libx11-6:amd64 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 status installed libx11-6:amd64 2:1.6.7-1+deb10u2
2023-04-12 07:53:53 configure libthai-data:all 0.1.28-2 <none>
2023-04-12 07:53:53 status unpacked libthai-data:all 0.1.28-2
2023-04-12 07:53:53 status half-configured libthai-data:all 0.1.28-2
2023-04-12 07:53:53 status installed libthai-data:all 0.1.28-2
2023-04-12 07:53:53 configure libgirepository-1.0-1:amd64 1.58.3-2 <none>
2023-04-12 07:53:53 status unpacked libgirepository-1.0-1:amd64 1.58.3-2
2023-04-12 07:53:53 status half-configured libgirepository-1.0-1:amd64 1.58.3-2
2023-04-12 07:53:53 status installed libgirepository-1.0-1:amd64 1.58.3-2
2023-04-12 07:53:53 configure xorg-sgml-doctools:all 1:1.11-1 <none>
2023-04-12 07:53:53 status unpacked xorg-sgml-doctools:all 1:1.11-1
2023-04-12 07:53:53 status half-configured xorg-sgml-doctools:all 1:1.11-1
2023-04-12 07:53:53 status installed xorg-sgml-doctools:all 1:1.11-1
2023-04-12 07:53:53 configure libtiff5:amd64 4.1.0+git191117-2~deb10u7 <none>
2023-04-12 07:53:53 status unpacked libtiff5:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:53 status half-configured libtiff5:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:53 status installed libtiff5:amd64 4.1.0+git191117-2~deb10u7
2023-04-12 07:53:53 configure libmagickcore-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4 <none>
2023-04-12 07:53:53 status unpacked libmagickcore-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:53 status half-configured libmagickcore-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:53 status installed libmagickcore-6-headers:all 8:6.9.10.23+dfsg-2.1+deb10u4
2023-04-12 07:53:53 configure libdjvulibre-text:all 3.5.27.1-10+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libdjvulibre-text:all 3.5.27.1-10+deb10u1
2023-04-12 07:53:53 status half-configured libdjvulibre-text:all 3.5.27.1-10+deb10u1
2023-04-12 07:53:53 status installed libdjvulibre-text:all 3.5.27.1-10+deb10u1
2023-04-12 07:53:53 configure libkadm5srv-mit11:amd64 1.17-3+deb10u5 <none>
2023-04-12 07:53:53 status unpacked libkadm5srv-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status half-configured libkadm5srv-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 status installed libkadm5srv-mit11:amd64 1.17-3+deb10u5
2023-04-12 07:53:53 configure libmpdec2:amd64 2.4.2-2 <none>
2023-04-12 07:53:53 status unpacked libmpdec2:amd64 2.4.2-2
2023-04-12 07:53:53 status half-configured libmpdec2:amd64 2.4.2-2
2023-04-12 07:53:53 status installed libmpdec2:amd64 2.4.2-2
2023-04-12 07:53:53 configure libbinutils:amd64 2.31.1-16 <none>
2023-04-12 07:53:53 status unpacked libbinutils:amd64 2.31.1-16
2023-04-12 07:53:53 status half-configured libbinutils:amd64 2.31.1-16
2023-04-12 07:53:53 status installed libbinutils:amd64 2.31.1-16
2023-04-12 07:53:53 configure cpp-8:amd64 8.3.0-6 <none>
2023-04-12 07:53:53 status unpacked cpp-8:amd64 8.3.0-6
2023-04-12 07:53:53 status half-configured cpp-8:amd64 8.3.0-6
2023-04-12 07:53:53 status installed cpp-8:amd64 8.3.0-6
2023-04-12 07:53:53 configure libde265-0:amd64 1.0.11-0+deb10u4 <none>
2023-04-12 07:53:53 status unpacked libde265-0:amd64 1.0.11-0+deb10u4
2023-04-12 07:53:53 status half-configured libde265-0:amd64 1.0.11-0+deb10u4
2023-04-12 07:53:53 status installed libde265-0:amd64 1.0.11-0+deb10u4
2023-04-12 07:53:53 configure libc-dev-bin:amd64 2.28-10+deb10u2 <none>
2023-04-12 07:53:53 status unpacked libc-dev-bin:amd64 2.28-10+deb10u2
2023-04-12 07:53:53 status half-configured libc-dev-bin:amd64 2.28-10+deb10u2
2023-04-12 07:53:53 status installed libc-dev-bin:amd64 2.28-10+deb10u2
2023-04-12 07:53:53 configure libtasn1-6-dev:amd64 4.13-3+deb10u1 <none>
2023-04-12 07:53:53 status unpacked libtasn1-6-dev:amd64 4.13-3+deb10u1
2023-04-12 07:53:53 status half-configured libtasn1-6-dev:amd64 4.13-3+deb10u1
